CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to
20,5244,Κρεμμύδια φρέσκα,0.88,0.88,,Λαχανικά,Kg,,xalkiadakis,22-04-2025,28-04-2025
25,5239,Λάχανα,0.73,0.73,,Λαχανικά,Kg,,xalkiadakis,22-04-2025,28-04-2025
2,5298,Λεμόνια,1.05,1.05,,Φρούτα,Kg,,xalkiadakis,22-04-2025,28-04-2025
30,5232,Μαϊντανός,0.78,0.78,,Λαχανικά,Kg,,xalkiadakis,22-04-2025,28-04-2025
9,29248,Μανιτάρια,4.15,4.15,,Λαχανικά,Kg,,xalkiadakis,22-04-2025,28-04-2025
5,177092,Μανταρίνια,1.82,1.82,,Φρούτα,Kg,,xalkiadakis,22-04-2025,28-04-2025
15,118449,Μαρούλια,0.65,0.65,,Λαχανικά,Kg,,xalkiadakis,22-04-2025,28-04-2025
29,5216,Μελιτζάνες,1.98,1.98,,Λαχανικά,Kg,,xalkiadakis,22-04-2025,28-04-2025
7.1,5245,Μήλα Golden Delicious,2.10,2.10,,Φρούτα,Kg,,xalkiadakis,22-04-2025,28-04-2025
7.2,5215,Μήλα Granny Smith ,1.87,1.87,,Φρούτα,Kg,,xalkiadakis,22-04-2025,28-04-2025
7.3,5208,Μήλα Starkin Delicious,1.75,1.75,,Φρούτα,Kg,,xalkiadakis,22-04-2025,28-04-2025
3,5237,Μπανάνες,1.68,1.68,,Φρούτα,Kg,,xalkiadakis,22-04-2025,28-04-2025
27,5236,Μπρόκολο,2.85,2.85,,Λαχανικά,Kg,,xalkiadakis,22-04-2025,28-04-2025
22,5241,Παντζάρια,1.28,1.28,,Λαχανικά,Kg,,xalkiadakis,22-04-2025,28-04-2025
17,43492,Πατάτες,1.58,1.58,,Λαχανικά,Kg,,xalkiadakis,22-04-2025,28-04-2025
17.2,55033,Πατάτες εγχώριες,1.10,1.10,,Λαχανικά,Kg,,xalkiadakis,22-04-2025,28-04-2025
17.1,44153,Πατάτες Κύπρου,1.78,1.78,,Λαχανικά,Kg,,xalkiadakis,22-04-2025,28-04-2025
28.2,5321,Πιπεριές μακριές,4.25,4.25,,Λαχανικά,Kg,,xalkiadakis,22-04-2025,28-04-2025
28.1,5222,Πιπεριές χονδρές,2.95,2.95,,Λαχανικά,Kg,,xalkiadakis,22-04-2025,28-04-2025
4,5213,Πορτοκάλια Βαλέντσια,1.30,1.30,,Φρούτα,Kg,,xalkiadakis,22-04-2025,28-04-2025
24,5273,Ραπανάκια,1.85,1.85,,Λαχανικά,Kg,,xalkiadakis,22-04-2025,28-04-2025
8,5323,Ρόδια,6.20,6.20,,Φρούτα,Kg,,xalkiadakis,22-04-2025,28-04-2025
16,118438,Ρόκα,1.20,1.20,,Λαχανικά,Kg,,xalkiadakis,22-04-2025,28-04-2025
32,5243,Σέλινο,0.65,0.65,,Λαχανικά,Kg,,xalkiadakis,22-04-2025,28-04-2025
18,98893,Σκόρδα (κομμάτι),0.58,0.58,,Λαχανικά,τμχ.,,xalkiadakis,22-04-2025,28-04-2025
21,5259,Σπανάκι,1.88,1.88,,Λαχανικά,Kg,,xalkiadakis,22-04-2025,28-04-2025
11,5234,Τομάτες,1.98,1.98,,Λαχανικά,Kg,,xalkiadakis,22-04-2025,28-04-2025
12,86360,Τοματίνια,1.98,1.98,,Λαχανικά,Kg,,xalkiadakis,22-04-2025,28-04-2025
33,5277,Φασολάκια ,5.45,5.45,,Λαχανικά,Kg,,xalkiadakis,22-04-2025,28-04-2025
